2020-07-13 16:34:08,940 [main] INFO  visa.SREIntern.init.AlertRelayApplication - Starting AlertRelayApplication on Jannies-MacBook-Pro.local with PID 21157 (/Users/janniezhong/IdeaProjects/spring-alert-relay/target/classes started by janniezhong in /Users/janniezhong/IdeaProjects/spring-alert-relay)
2020-07-14 13:38:23,361 [main] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2020-07-14 13:38:23,362 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2791 ms
2020-07-14 13:38:23,561 [main] INFO  org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
2020-07-14 13:38:23,576 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2020-07-14 13:38:23,802 [main] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2020-07-14 13:38:24,052 [task-1] INFO  org.hibernate.Version - HHH000412: Hibernate ORM core version 5.4.15.Final
2020-07-14 13:38:24,269 [main] WARN  org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2020-07-14 13:38:24,307 [task-1] INFO  org.hibernate.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {5.1.0.Final}
2020-07-14 13:38:24,517 [task-1] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.H2Dialect
2020-07-14 13:38:24,984 [main] INFO  org.apache.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2020-07-14 13:38:24,987 [task-1] INFO  org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2020-07-14 13:38:25,031 [task-1] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
2020-07-14 13:38:25,082 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
2020-07-14 13:38:25,083 [main] INFO  org.springframework.data.repository.config.DeferredRepositoryInitializationListener - Triggering deferred initialization of Spring Data repositories…
2020-07-14 13:38:25,084 [main] INFO  org.springframework.data.repository.config.DeferredRepositoryInitializationListener - Spring Data repositories initialized!
2020-07-14 13:38:25,121 [main] INFO  visa.SREIntern.init.AlertRelayApplication - Started AlertRelayApplication in 5.788 seconds (JVM running for 8.882)
2020-07-14 13:38:29,405 [http-nio-8080-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
2020-07-14 13:38:29,405 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
2020-07-14 13:38:29,416 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 11 ms
2020-07-14 13:38:29,561 [http-nio-8080-exec-1] INFO  visa.SREIntern.init.controllers.impl.RelayControllerImpl - Server request received. The JSON Object as a string: { "variables": { "foo": "bar", "baz": "qux" }, "test_id": "76598752-cbda-4e1d-820f-6274a62f74ff", "test_name": "Buckets Test", "test_run_id": "9c15aa62-21f0-48f2-a819-c99bdf8e4543", "team_id": "6b9c7f65-9e11-4f77-85ad-e6ee7a28232d", "team_name": "Acme Inc.", "environment_uuid": "98290cfc-a008-4ab7-9ea4-8906f12b228f", "environment_name": "Staging Settings", "bucket_name": "Rocket Sled", "bucket_key": "", "test_url": "https://www.runscope.com/radar//76598752-cbda-4e1d-820f-6274a62f74ff", "test_run_url": "https://www.runscope.com/radar//76598752-cbda-4e1d-820f-6274a62f74ff/results/9c15aa62-21f0-48f2-a819-c99bdf8e4543", "trigger_url": "https://api.runscope.com/radar/09039249-fdfd-4e1d-820f-6274a62f74ff/trigger", "result": "fail", "started_at": 1384281308.548077, "finished_at": 1384281310.680218, "agent": null, "agent_expired": null, "region": "us1", "region_name": "US East - Northern Virginia", "initial_variables": {}, "requests": [{ "step_type": "request", "url": "https://api.runscope.com/", "variables": { "fail": 0, "total": 1, "pass": 1 }, "assertions": { "fail": 0, "total": 2, "pass": 2 }, "scripts": { "fail": 0, "total": 1, "pass": 1 }, "result": "pass", "method": "GET", "response_time_ms": 123, "response_size_bytes": 2048, "response_status_code": 200, "note": "Root URL" }] }
2020-07-14 13:38:29,564 [http-nio-8080-exec-1] INFO  visa.SREIntern.init.controllers.impl.RelayControllerImpl - JSONObject created successfully.
2020-07-14 13:38:29,565 [http-nio-8080-exec-1] INFO  visa.SREIntern.init.generators.IdGenerator - Unique id for alert generated: 5947591095650000
2020-07-14 13:38:29,566 [http-nio-8080-exec-1] INFO  visa.SREIntern.init.controllers.impl.RelayControllerImpl - Input object returned. Content: Input {alert_id=5947591095650000, category='null', component='null', priority='P5', alert_source='Runscope', alert_time=1970-01-16 16:31:21.308, alert_title='Buckets Test', results_link='https://www.runscope.com/radar//76598752-cbda-4e1d-820f-6274a62f74ff/results/9c15aa62-21f0-48f2-a819-c99bdf8e4543', error_count=0.0}
2020-07-14 13:38:30,596 [http-nio-8080-exec-1] INFO  visa.SREIntern.init.storage.InputJDBCTemplate - Database entry successful, with no errors. Input was: MapSqlParameterSource {v_alert_id=5947591095650000, v_category=category, v_component=component, v_priority=P5, v_source=Runscope, v_alert_time=1970-01-16 16:31:21.308, v_title=Buckets Test, v_link=https://www.runscope.com/radar//76598752-cbda-4e1d-820f-6274a62f74ff/results/9c15aa62-21f0-48f2-a819-c99bdf8e4543, v_result_count=0.0}
2020-07-14 13:38:30,669 [http-nio-8080-exec-1] INFO  visa.SREIntern.init.controllers.impl.RelayControllerImpl - Server response: "<200 OK OK,Input success. Input {alert_id=5947591095650000, category='category', component='component', priority='P5', alert_source='Runscope', alert_time=1970-01-16 16:31:21.308, alert_title='Buckets Test', results_link='https://www.runscope.com/radar//76598752-cbda-4e1d-820f-6274a62f74ff/results/9c15aa62-21f0-48f2-a819-c99bdf8e4543', error_count=0.0}
,[]>"
2020-07-14 14:41:54,204 [SpringContextShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
